Zip, School, Rating
34698,Dunedin Elementary School,4
34698,Dunedin High School,3
34698,Dunedin Highland Middle School,3
34698,Curtis Fundamental Elementary School,4
34698,San Jose Elementary School,4
34698,Garrison-Jones Elementary School,4
34698,Academie Da Vinci Charter School,7
34698,Dunedin Academy,Dunedin
34698,Our Lady Of Lourdes,4
34698,Anchor Academy,Dunedin
34698,Trinity Christian School,Dunedin
34698,Cornerstone Christian School,4
34698,Discovery Academy Of Science Charter School,8
33578,Center Academy-Riverview,4
33578,Providence Christian School,4
33578,Symmes Elementary School,4
33578,Ippolito Elementary School,3
33578,Giunta Middle School,3
33578,Frost Elementary School,4
33578,Kids Community College,6
33578,Spoto High School,3
33578,East Bay Christian School,4
33578,Winthrop Charter School,8
33578,Kid's Community College Middle Charter School,5
33578,Winthrop Charter School,3
33578,Pivot Charter School,3
33614,Alexander Elementary School,4
33614,Pierce Middle School,3
33614,Crestwood Elementary School,3
33614,Egypt Lake Elementary School,4
33614,Leto High School,4
33614,Twin Lakes Elementary School,4
33614,Jesuit High School,4
33614,St Lawrence Catholic School,4
33614,Cambridge Christian School,4
33614,Lee Academy For Gifted Education,4
33614,Oak Grove United Methodist School,Tampa
33614,Caminiti Exceptional Center,Tampa
33614,Leto Adult/Community Center,FL
33614,Gulfside Academy,FL
34655,Seven Springs Elementary School,4
34655,Seven Springs Middle School,4
34655,Trinity Elementary School,7
34655,James W. Mitchell High School,3
34655,Longleaf Elementary School,5
34655,James W. Mitchell High Adult Education,FL
34655,Trinity Oaks Elementary School,5
34655,Athenian Academy of Technology and the Arts,7
34655,Odessa Elementary School,4
34655,Genesis School,New Port Richey
33615,Bay Crest Elementary School,4
33615,Dickenson Elementary School,4
33615,Bellamy Elementary School,3
33615,Woodbridge Elementary School,4
33615,Incarnation Catholic School,4
33615,Faith Outreach Academy,3
33615,Land of Learning,4
33615,Chapel in the Pines Academy,Tampa
33615,Town 'n Country Christian Academy,4
33615,Windsor Learning Academy,4
33615,Community Montessori School,5
33615,Davis Elementary School,4
33615,Berkeley Preparatory School,Tampa
33615,West Gate Christian School,Tampa
33615,Town & Country High School,FL
33612,Adams Middle School,3
33612,Forest Hills Elementary School,4
33612,Chamberlain High School,3
33612,Lake Magdalene Elementary School,5
33612,Miles Elementary School,3
33612,Shaw Elementary School,3
33612,Witter Elementary School,3
33612,Richardson Montessori Academy,3
33612,Morning Star School Tampa,5
33612,Most Holy Redeemer School,Tampa
33612,Trinity Preparatory School Of Tampa,FL
33612,Hillel School Of Tampa,5
33612,Pace Private School System,Tampa
33612,New Hope School,FL
33612,Mount Pleasant Standard Base Middle School,3
33612,Holy Temple Christian Academy Ii,Tampa
33612,Chamberlain Adult/Community Center,FL
33612,Brooks Debartolo Collegiate High School,7
33612,Missionary Christian Academy,Tampa
33612,Pace Private School System,Tampa
33612,New Springs Elementary School,4
33612,Community Charter School of Excellence,2
33612,West University Charter High School,Tampa
33617,The Paideia School Of Tampa Bay,5
33617,Greco Middle School,2
33617,Temple Terrace Elementary School,4
33617,Lewis Elementary School,4
33617,Pizzo Elementary School,5
33617,Corpus Christi Catholic School,4
33617,Christ Our Redeemer Lutheran School,4
33617,Montessori Preparatory School,4
33617,Woodmont Charter School,3
33617,Village Of Excellence Academy,3
33617,Just for Kidz Christian Academy,FL
33617,Mosi Partnership Elementary School,3
33617,Florida Autism Charter School Of Excellence,Tampa
33617,International School of Florida,FL
33617,Palnez School,FL
33617,Kimbell Elementary School,3
33617,Usf/Patel Partnership Elementary School,4
33617,American Youth Academy,5
33617,Focus Academy,1
33617,Riverhills Elementary Magnet School,5
33617,Village Of Excellence Academy Middle School,Tampa
34667,Hudson Elementary School,4
34667,Hope Ranch Learning Academy,5
34667,Hope Ranch Learning Academy,Hudson
34609,Frank W. Springstead High School,3
34609,Suncoast Elementary School,4
34609,Spring Hill Elementary School,4
34609,Powell Middle School,5
34609,John D. Floyd Elementary School,3
34609,Spring Hill Christian Academy,4
34609,Challenger K-8 School Of Science And Math,10
34609,Frank W. Springstead High/Adul,Brooksville
34609,Golden Branch Academy,Spring Hill
34609,Gulf Coast Middle School,Spring Hill
33610,Lockhart Elementary Magnet School,4
33610,Edison Elementary School,2
33610,Foster Elementary School,2
33610,Sligh Middle School,2
33610,King High School,3
33610,Robles Elementary School,3
33610,Williams Middle Magnet School,4
33610,Young Middle Magnet School,4
33610,Tampa Bay Tech High School,4
33610,Lomax Magnet Elementary School,5
33610,Ferrell Girls Preparatory Academy,5
33610,Living Water Academy,FL
33610,Universal Academy Of Florida,4
33610,Bible Truth Ministries Academy,5
33610,Pepin Academy Of Tampa,4
33610,Middleton High School,4
33610,Carver Exceptional Center,Tampa
33610,Sheehy Elementary School,5
33610,Mendez Exceptional Center,Tampa
33610,James Elementary School,2
33610,Potter Elementary School,2
33610,Aparicio-Levy Technical Center,Tampa
33610,Erwin Technical Center,FL
33610,Gary Adult Center,FL
33610,Learey Technical Center,FL
33610,P.A.C.E. Center For Girls,FL
33610,Marcus Christian Academy,FL
33610,One Nation Academy For Peace S.O.S Site,FL
33610,Prince Academy,Tampa
33610,One Nation Academy for Peace,FL
33610,Catapult Academy,FL
33624,Cannella Elementary School,4
33624,Claywell Elementary School,4
33624,Essrig Elementary School,4
33624,Hill Middle School,6
33624,Northdale Lutheran,4
33624,Hebrew Academy Of Tampa,Tampa
33624,The Montessori House Day School,5
33624,Epic Classical Academy,Tampa
33771,Pinellas Preparatory Academy,4
33771,Largo Middle School,4
33771,Center for Enhanced Learning,FL
33771,Camelot School,4
33771,Life Christian Academy,Largo
33771,Pinellas Primary Academy,8
33771,Plato Academy Largo Charter School,3
33611,Ballast Point Elementary School,4
33611,Chiaramonte Elementary School,4
33611,Madison Middle School,3
33611,Anderson Elementary School,3
33611,Bayshore Christian School,4
33611,Montessori Country Day School,FL
33611,Victory Christian Academy,Tampa
33604,Cahoon Elementary Magnet School,5
33604,Van Buren Middle School,2
33604,Cleveland Elementary School,5
33604,Oak Grove Elementary School,3
33604,Seminole Elementary School,4
33604,Sulphur Springs Elementary School,3
33604,Tampa Bay Christian Academy,4
33604,Friendship Christian Academy,5
33604,Montessori Academy Of Tampa Bay,4
33604,All Nations Academy,FL
33604,Ethline R Williams Prep School,Tampa
33604,North Tampa Alternative School,Tampa
33604,4th Dimension Academy,Tampa
33604,Ambassador Christian Academy,FL
33613,Buchanan Middle School,3
33613,Mort Elementary School,3
33613,Muller Elementary Magnet School,5
33613,Carrollwood Day School,4
33613,Bowers-Whitley Career Center,Tampa
33613,Family Life Academy,FL
33613,Gateway Christian Academy,4
33613,Bowers/Whitley Adult & Community Center,FL
33702,Lynch Elementary School,4
33702,Shore Acres Elementary School,4
33702,Sawgrass Lake Elementary School,4
33702,Holy Family Catholic School,5
33702,Canterbury School of Florida - Knowlton Campus,5
33702,St Petersburg Christian School,4
33702,Liberty Christian School,4
34653,Gulf Middle School,4
34653,Ridgewood High School,4
34653,Calusa Elementary School,4
34653,Deer Park Elementary School,3
34653,Cotee River Elementary School,4
34653,New Port Richey Sda Christian School,5
34653,Genesis Preparatory School,4
34653,First Christian Academy,4
34653,Marchman Technical Education Center,New Port Richey
34653,Adult Satellite West,FL
34653,Ridgewood High Adult Education,FL
34653,Marchman Adult Education,FL
34653,Baycare Behavioral Health,FL
33707,Bear Creek Elementary School,3
33707,Boca Ciega High School,4
33707,Gulfport Montessori Elementary School,2
33707,Most Holy Name of Jesus Catholic,FL
33707,Gulfcoast Sda Elementary School,5
33707,Our Savior Lutheran School,5
33707,Walden School,4
33707,Youcantoo School,FL
33707,Hamilton Disston School,FL
33707,Sunflower Private School,4
33707,"Extended Transition, North County",FL
33707,The New Latter Day King Queen Christian School,FL
33573,Cypress Creek Elementary School,4
33573,R C M A Iglesia De Dios Succes,FL
33573,Shields Middle School,3
33710,Azalea Elementary School,5
33710,Azalea Middle School,3
33710,Northwest Elementary School,4
33710,Pasadena Fundamental Elementary School,5
33710,Tyrone Middle School,2
33710,Westgate Elementary School,4
33710,St Jude Cathedral School,4
33710,St Petersburg Catholic High School,3
33710,Admiral Farragut Academy,4
33710,Gulf Coast Christian School,5
33710,Gulf Coast Christian School,Fort Walton Beach
33710,St. Petersburg Collegiate High School,5
33710,Community Christian School Of Five Oaks,St. Petersburg
33756,Belleair Elementary School,4
33756,Ponce De Leon Elementary School,4
33756,St Cecelia Interparochial School,4
33756,First Lutheran School,Clearwater
33756,Belleair Montessori Academy,Belleair
33756,Pinellas County Jewish Day School,Clearwater
33756,Clearwater Junior Academy,FL
33756,Woodlawn Community Academy,4
33756,Iva Christian School,Clearwater
33756,Abundant Life Christian Academy,FL
33756,Washburn Academy,5
33756,Pinellas Academy Of Math And Science,3
33713,Mount Vernon Elementary School,5
33713,St. Petersburg High School,4
33713,Brighton Preparatory School,5
33713,Young Achievers Learning Center,St. Petersburg
33713,Ford Christian Academy,FL
33713,The School Of The Immaculata,St. Petersburg
33713,Alfred Adler Elementary School,3
33713,Esther's School Fifth Avenue,FL
34683,Ozona Elementary School,5
34683,Palm Harbor Middle School,4
34683,Sutherland Elementary School,4
34683,Palm Harbor University High School,4
34683,Palm Harbor Community School,Palm Harbor
34683,New Horizons Country Day School,4
34683,Palm Harbor Preparatory,Palm Harbor
34683,Palm Harbor Christian Academy,FL
34683,Palm Harbor Montessori Academy,4
34683,Spring Valley School,5
34683,Westlake Christian School,4
34683,Suncoast Waldorf School,4
34683,Tampa Bay Waldorf Middle School,5
34683,Plato Academy Palm Harbor Charter School,4
34683,Aba Academy,St. Petersburg
34683,Palm Harbor Montessori School,Palm Harbor
34683,New Middle School,Palm Harbor
34683,Santina Bay Academy,FL
34684,Joseph L. Carwise Middle School,4
34684,Curlew Creek Elementary School,4
34684,Lake St. George Elementary School,4
34684,Highland Lakes Elementary School,4
34684,Rosemont Academy,Palm Harbor
34684,Center Academy-Palm Harbor,5
34684,Huntington Learning Center,5
34684,The Tutors' Academic Institute,FL
33764,Belcher Elementary School,4
33764,Clearwater High School,4
33764,Oak Grove Middle School,3
33764,Plumb Elementary School,4
33764,Frontier Elementary School,5
33764,Saint Paul's - Clearwater's Independent School,4
33764,Crosspointe Baptist Academy,FL
33764,Shepherd's Care Learning Center,Clearwater
33764,Allendale Academy Private School,5
33764,Clearwater Adult Education Center,FL
33619,Progress Village Christian Academy,5
33619,Clair-Mel Elementary School,3
33619,Dowdell Middle Magnet School,4
33619,Kenly Elementary School,3
33619,Palm River Elementary School,4
33619,Progress Village Middle Magnet School,6
33619,Bing Elementary School,4
33619,Literacy/Leadership/Technology Academy,6
33619,Harvest Time Christian School,5
33619,Creative World Causeway,Tampa
33619,Bridge Learning Community School for Autism,Tampa
33619,Humpty Dumpty Academy,Tampa
33619,Lake Academy,FL
33619,Lamb Elementary,Tampa
33709,Blanton Elementary School,4
33709,Dixie M. Hollins High School,4
33709,Seventy-Fourth St. Elementary School,3
33709,Northside Christian School,4
33709,Dixie Hollins Adult Education Center,FL
33709,Plato Academy Of St.Petersburg,4
34608,Wider Horizons School,4
34608,Faith Christian Academy,5
34608,Gulf Coast Academy Of Science And Technology,5
34608,Explorer K-8,3
33705,Bay Vista Fundamental Elementary School,4
33705,Campbell Park Elementary School,4
33705,Lakewood Elementary School,3
33705,Lakewood High School,4
33705,John Hopkins Middle School,3
33705,Lakewood Community,FL
33705,University Preparatory Academy Charter School,FL
33770,Largo High School,4
33770,Mildred Helms Elementary School,3
33770,St Patrick Catholic School,3
33770,Pinellas Virtual School,5
33770,Dropout Prevention School,FL
33770,Pinellas Virtual Instruction (Course Offerings),FL
33770,Pinellas Virtual K-12,7
33770,Pinellas Gulf Coast Academy,FL
34652,Mittye P. Locke Elementary School,4
34652,Richey Elementary School,5
34652,Gulf High School,3
34652,Anclote Elementary School,5
34652,Schwettman Education Center,New Port Richey
34652,Elfers Christian School,4
34652,Fellowship Baptist Academy,New Port Richey
34652,James M. Marlowe Elementary School,4
34652,Genesis School,4
34652,Shepherd's Christian Academy,FL
34652,The Rainbow Tree Christian School,5
34652,Gulf High Adult Education,FL
34652,Ami Kids Pasco,FL
34689,Sunset Hills Elementary School,5
34689,Tarpon Springs Elementary School,4
34689,Tarpon Springs High School,4
34689,Tarpon Springs Fundamental Elementary School,4
34689,Tarpon Springs Middle School,3
34689,St. Nicholas Greek Orthodox Parochial School,Tarpon Springs
33594,Buckhorn Elementary School,4
33594,Valrico Elementary School,4
33594,Trinity Christian Academy,Valrico
33594,Grace Christian School,4
33594,Interactive Education Academy,5
34606,Westside Elementary School,3
34606,Fox Chapel Middle School,3
34606,Deltona Elementary School,4
34606,Notre Dame Catholic School,4
34606,Aldersgate Academy,Spring Hill
33542,West Zephyrhills Elementary School,4
33542,Raymond B. Stewart Middle School,3
33542,Zephyrhills High School,3
33542,Woodland Elementary School,4
33542,Zephyrhills High Adult Education,FL
33542,Broach Zephyrhills,5
33542,Little Peoples Christian Daycare/Academy,Zephyrhills
33626,Sickles High School,4
33626,Westchase Elementary School,4
33626,Davidsen Middle School,4
33626,Bryant Elementary School,4
33626,Farnell Middle School,3
33626,Deer Park Elementary School,4
33618,Carrollwood Elementary School,4
33618,Gaither High School,4
33618,Corbett Preparatory School of IDS,4
33618,Bowman Academy,Tampa
33618,Dorothy Thomas Center,Tampa
33618,Carrollwood Learning Center,Tampa
33618,The Broach School Of Tampa,3
33618,Huntington Learning Center- Tampa,Tampa
33618,Broach Tampa,FL
33781,Marjorie Kinnan Rawlings Elementary School,4
33781,Pinellas Park Elementary School,4
33781,Pinellas Park Middle School,3
33781,Classical Christian School For The Arts,3
33781,Sacred Heart,4
33781,Morning Star School,5
33781,First Baptist Christian School,FL
33781,Grace Christian School,FL
33781,Creative Learning Center,5
33781,Ese Countywide,4
33781,Nina Harris Ese Center,5
33781,Richard L. Sanders School,4
33781,Bible Baptist School,FL
33781,Five Oaks Christian Academy,Pinellas Park
33781,American Montessori Academy,Pinellas Park
33781,Esther's School,FL
33781,American Montessori Academy,Pinellas Park
33781,Sacred Heart Interparochial School,3
33772,Orange Grove Elementary School,5
33772,Seminole Elementary School,4
33772,Blessed Sacrament Catholic School,5
33772,Bay Pines Lutheran School,4
33772,Special Kids Academy of Arts,5
33703,Meadowlawn Middle School,4
33703,Northeast High School,2
33703,Grace Lutheran School,4
33703,Shorecrest Preparatory School,4
33703,Lutheran Church Of The Cross Day School,5
33510,Brandon High School,4
33510,Mclane Middle School,2
33510,Schmidt Elementary School,5
33510,Limona Elementary School,4
33510,Mann Middle School,4
33510,Yates Elementary School,4
33510,Brandon Academy,4
33510,First Baptist Brandon Christian Academy,Brandon
33510,Central Baptist Christian School,Brandon
33510,First Baptist Brandon Christian Academy,Brandon
33510,Faith Baptist Christian School,4
33510,Brandon Adult/Community Center,FL
33712,James B. Sanderlin Pk-8,8
33712,Bay Point Elementary School,5
33712,Bay Point Middle School,4
33712,Perkins Elementary School,5
33712,Lakeview Fundamental Elementary School,5
33712,Maximo Elementary School,4
33712,Melrose Elementary School,2
33712,Yvonne C. Reed Christian School,St. Petersburg
33712,Academy Prep Center Of St. Petersburg,3
33712,Bethel Community Christian School,St. Petersburg
33712,Charles Britt Academy,FL
33712,The Academy,FL
33712,The Academy,FL
33607,Stewart Middle Magnet School,5
33607,Dunbar Elementary Magnet School,4
33607,Roland Park K-8 Magnet School,8
33607,Jefferson High School,4
33607,Tampa Bay Boulevard Elementary School,4
33607,West Tampa Elementary School,4
33607,Blake High School,4
33607,Saint Jude Cathedral School,4
33607,Anointed Word Academy,Tampa
33607,Higher Learning Academy,FL
33607,Lavoy Exceptional Center,Tampa
33607,Macfarlane Park Elementary Magnet School,4
33607,Just Elementary School,3
33607,Jefferson Adult/Community Center,FL
33607,Excel High School,FL
33607,St. Joseph Catholic School,1
33541,Heritage Academy,4
33541,Zephyrhills Christian Academy,4
33701,Elim Seventh Day Adventist School,St. Petersburg
33701,Tomlinson Adult Learning Center,FL
33701,Pinellas Mycroschool Of Integrated Academics And Technologies (Mycroschool Pinellas),FL
33701,Indi-ED,St Petersburg
33755,Highland Christian Academy,FL
33755,Sandy Lane Elementary School,4
33755,Clearwater Fundamental Middle School,4
33755,Clearwater Academy International,4
33755,Clearwater Academy International,Clearwater
33755,Life Improvement Through Ed.,FL
33755,The Little School,FL
33755,Clearwater Intermediate School,Clearwater
33755,Calvin A. Hunsinger School,3
33755,Church Of Scientology Cadet School,Clearwater
33755,Live Oak Academy,Clearwater
33755,Live Oak Academy,FL
33755,Kings Highway Elementary Magnet School,Clearwater
33629,Coleman Middle School,4
33629,Grady Elementary School,9
33629,Mabry Elementary School,5
33629,Plant High School,4
33629,Roosevelt Elementary School,9
33629,Christ The King Catholic School,4
33629,Academy Of The Holy Names,4
33629,Holy Trinity Lutheran School,5
33629,St Marys Episcopal Day School,3
33629,Tampa Adventist Academy,4
33629,Academy of the Holy Names High,Tampa
33708,Madeira Beach Fundamental K-8,4
33708,Keswick Christian School,5
34691,Gulfside Elementary School,4
34691,Paul R. Smith Middle School,4
34691,Gulf Trace Elementary School,4
34691,Anclote High School,3
34691,Anclote High Adult Education,FL
33706,St John Vianney Catholic School,St. Pete Beach
33706,Montessori by the Sea,4
33706,Pinellas Marine Institute,FL
33706,Gulf Beaches Elementary Magnet,5
33706,Ami Kids Center For Personal Growth,FL
34639,Pine View Middle School,4
34639,Lake Myrtle Elementary School,4
34639,Countryside Montessori Academy,10
34639,Academy At The Lakes,4
34639,Pine View Elementary School,4
33570,Ruskin Elementary School,4
33570,Ruskin Christian School,4
33570,South County Career Center,Ruskin
33570,Lennard High School,4
33570,First Baptist Ruskin Christian School,FL
33570,Lennard Adult & Community Center,FL
33570,Thompson Elementary,Ruskin
33543,"Chester W. Taylor, Jr. Elementary School",2
33543,Sand Pine Elementary School,4
33543,Saddlebrook Preparatory School,Wesley Chapel
33543,Wesley Chapel Christian School,Zephyrhills
33543,Dr. John Long Middle School,4
33543,Wiregrass Ranch High School,4
33543,Double Branch Elementary School,4
33543,Wiregrass Ranch High Adult Education,FL
33543,New River Academy,FL
33763,Guardian Angels Catholic School,4
33763,Christ The Lord Lutheran School,5
33763,Athenian Academy,4
33563,Bryan Elementary School,4
33563,Jackson Elementary School,5
33563,Lincoln Elementary Magnet School,5
33563,Marshall Middle School,4
33563,Plant City High School,3
33563,Tomlin Middle School,4
33563,Wilson Elementary School,4
33563,Faith Christian Academy of Plant City,5
33563,East Hillsborough Independent,FL
33563,Burney Elementary School,3
33563,Simmons Exceptional Center,Plant City
33563,Simmons Career Center,Plant City
33563,Plant City Adult/Community Center,FL
33563,Hope Christian Academy,Plant City
33563,Advantage Academy Middle School,1
33563,Advantage Academy Of Hillsborough,3
33563,Hope Christian Ministries Dba- Hope Christian Academy,FL
33579,Summerfield Elementary School,5
33579,Tropical Acres Christian Academy,FL
33579,Collins Elementary School,5
33579,Summerfield Crossings Elementary School,4
33579,Riverview Montessori School,Riverview
34677,Oldsmar Elementary School,5
34677,Forest Lakes Elementary School,4
34677,Oldsmar Christian School,4
33625,Citrus Park Elementary School,4
33625,Northwest Elementary School,9
33625,Tampa Day School,4
33625,Citrus Park Christian School,4
33625,Hope Christian School,FL
33625,Sergeant Paul R Smith Middle School,3
33625,Hillsdale Preschool and Academy,Tampa
33625,Hope Christian School,5
33625,Henderson Hammock Charter School,6
33625,Hillsdale Christian Academy,Tampa
33596,Lithia Springs Elementary School,4
33596,Alafia Elementary School,8
33596,Bloomingdale High School,3
33596,Foundation Christian Academy,4
33596,Mulrennan Middle School,4
33596,Cimino Elementary School,4
34654,Schrader Elementary School,4
34654,Bayonet Point Middle School,3
34654,Cypress Elementary School,4
34654,Moon Lake Elementary School,4
34654,River Ridge High School,3
34654,Gulf Coast Christian School,New Port Richey
34654,P.A.C.E. Center For Girls,FL
34654,River Ridge High Adult Education,FL
34654,River Ridge Middle School,4
34654,Millennium Academy,New Port Richey
34654,Pepin Academies Of Pasco County,1
34601,Brooksville Elementary School,3
34601,Hernando High School,3
34601,D. S. Parrott Middle School,3
34601,Moton Elementary School,4
34601,The First United Methodist School Center,5
34601,Hernando Christian Academy,4
34601,Hernando High School/Adult Education,FL
34601,Hernando County Adult Education,FL
34601,Migrant Non-Enrolled Students,FL
34601,Queen of All Sts. Academy,FL
34601,Hernando Virtual Instruction Program,FL
34601,Hernando Eschool Virtual Franchise,Brooksville
34601,First United Methodist School Center,Brooksville
34601,Hernando Virtual Instruction,FL
34601,Hernando Virtual Instruction (Course Offerings),FL
34601,Home Educ Program Students,FL
34601,"Brooksville Engineering, Science And Technology (B.E.S.T.) Academy",Brooksville
33782,Cross Bayou Elementary School,4
33782,Pinellas Central Elementary School,4
33782,Skyview Elementary School,5
33782,Center Academy-Pinellas Park,4
33782,Pinellas Secondary School,Pinellas Park
33782,P.A.C.E. Center For Girls,FL
33782,Plato Academy Pinellas Park Charter School,FL
33556,Walker Middle Magnet School,4
33556,Outreach Christian School,Odessa
33556,Hammond Elementary School,5
33556,Odessa Christian School,5
33544,Faith Baptist Academy,Wesley Chapel
33544,Seven Oaks Elementary School,4
33544,Veterans Elementary School,3
33544,Quail Hollow Elementary School,Zephyrhills
33584,Jennings Middle School,2
33584,Colson Elementary School,4
33584,Mango Elementary School,4
33584,Mcdonald Elementary School,4
33584,Seffner Elementary School,4
33584,Lopez Elementary School,4
33584,Armwood High School,4
33584,Burnett Middle School,3
33584,Academic Achievement Center,Seffner
33584,Seffner Christian Academy,4
33584,Hillsborough Baptist School,5
33584,Brandon Alternative School,Seffner
33584,Bay Life Academy,4
33584,Legacy Christian Academy,5
33584,Countryside Private Schools,Seffner
33584,Lopez Exceptional Student Education Center,3
33558,Schwarzkopf Elementary School,4
33558,Mckitrick Elementary School,4
33558,Martinez Middle School,4
33558,Mother Teresa of Calcutta Catholic School,Lutz
33558,Steinbrenner High School,8
34613,Pine Grove Elementary School,3
33547,Pinecrest Elementary School,5
33547,Newsome High School,3
33547,Steppin Stone Academy,Lithia
33547,Bevis Elementary School,4
33547,Randall Middle School,4
33547,Fishhawk Creek Elementary School,3
33547,Barrington Middle School,4
33774,Anona Elementary School,9
33774,Oakhurst Elementary School,4
33774,Country Day School,5
33774,Westside Christian School,5
33774,Indian Rocks Christian School,4
33774,Veritas Academy,Largo
33774,Grad Academy,Largo
33774,Grad Academy,FL
33761,Countryside High School,3
33761,Leila Davis Elementary School,4
33761,Safety Harbor Montessori Academy,4
33761,Chi Chi Rodriquez Academy,FL
33602,Hillsborough Virtual School,3
33602,Graham Elementary School,4
33602,Lee Elementary Magnet School,5
33602,Channelside Academy Of Math And Science,5
33602,Rampello K-8 Magnet School,7
33602,Hillsborough Virtual Franchise High School,Tampa
33602,Villa Madonna School,5
33602,Waters Career Center,Tampa
33602,St Peter Claver Catholic School,4
33602,Brewster Technical Center,Tampa
33602,Migrant Non-Enrolled Students,FL
33602,Hillsborough Virt Instr Prgs,FL
33602,Metropolitan Ministries Partnership Elementary School,Tampa
33602,Hillsborough Ese Contracted Residential Placement,FL
33602,Hillsborough Virtual Instruction Course Offerings,FL
33602,Channelside Academy Middle School,3
33606,Gorrie Elementary School,8
33606,Wilson Middle School,8
33606,St Johns Episcopal Parish Day School,5
33606,Tampa Preparatory School,Tampa
33606,Lindamood-Bell Learning Processes,FL
33569,Boyette Springs Elementary School,4
33569,Riverview High School,5
33569,Rodgers Middle School,3
33569,Llamas and Learning Montessori,Riverview
33569,Sessums Elementary School,4
33569,St Stephen Catholic School,4
33569,Stowers Elementary School,4
33569,Valrico Lake Advantage Academy,4
33569,Kid's Community College Charter School Southeast Campus,5
33569,Riverview Montessori School,FL
33569,Bell Creek Academy,9
33569,Bell Creek Academy High School,5
34638,Sanders Memorial Elementary School,8
34638,Land O' Lakes High School,4
34638,Land O Lakes Christian School,4
34638,Pasco Eschool-Virtual Franchise,Land O' Lakes
34638,Central Pasco Girls Academy,FL
34638,Land O' Lakes High Adult Education,FL
34638,Oakstead Elementary School,4
34638,Charles S. Rushe Middle School,4
34638,Migrant Non-Enrolled Students,FL
34638,Sunlake High Adult Education,FL
34638,Sunlake High School,3
34638,Imagine School at Land O Lakes,8
33714,Lealman Avenue Elementary School,5
33714,New Heights Elementary School,4
33714,John M. Sexton Elementary School,4
33714,Transfiguration Catholic School,St. Petersburg
33714,New Creation Academy,5
33714,Lealman Intermediate School,Saint Petersburg
33714,Broach School,3
33714,Northeast Community,Saint Petersburg
33714,Windsor Prep Academy,4
33714,East Windsor Middle Academy,FL
33759,Eisenhower Elementary School,4
33759,Mcmullen-Booth Elementary School,4
33759,Depaul School For Dyslexia,Clearwater
33759,Calvary Christian High School,4
33759,Paul B. Stephens Ese Center,4
33759,Countryside Christian Academy,4
33759,Enterprise Charter High School,Clearwater
33759,Boys & Girls Clubs - Wood Valley,FL
33572,Apollo Beach Elementary School,4
33572,Doby Elementary School,4
33609,Mitchell Elementary School,4
33609,The Montessori Children's House Of Hyde Park,5
33609,Beach Park School,4
33609,Taylor Christian Academy,FL
33609,Tampa Street School,Tampa
33609,Bridgeprep Academy Of Tampa,Tampa
33609,Elite Scholar Academy,Tampa
33603,Broward Elementary School,3
33603,Hillsborough High School,3
33603,Mendenhall Elementary School,4
33603,Sacred Heart Academy,Tampa
33603,Tampa Catholic High School,4
33603,Mt. Calvary Sda School,5
33603,Bethel Christian Academy,Tampa
33603,RTM Academy,Tampa
33603,Memorial Middle School,3
33603,Independent Community Foundation,FL
33603,Trinity School For Children,3
33603,Walton Academy,3
33603,Harvest Christian Academy,FL
33603,Revealing Truth Ministries Academy,FL
33603,Seminole Heights Charter High School,Tampa
33603,Independent Community School,FL
33603,Beacon Academy,FL
34695,Safety Harbor Elementary School,4
34695,Safety Harbor Middle School,4
34695,Espiritu Santo Catholic School,2
34695,Espiritu Santo Catholic School,4
34695,FL Sheriffs Youth Ranch Learning C,FL
34695,Northbay Christian Academy,4
33773,Fitzgerald Middle School,4
33773,Fuguitt Elementary School,4
33773,Pinellas Park High School,4
33773,Walsingham Elementary School,3
33773,Southern Oak Elementary School,5
33711,Douglas L. Jamerson Junior Elementary School,6
33711,Fairmount Park Elementary School,3
33711,Gibbs High School,3
33711,Elim Junior Academy & Child Development Center,1
33711,Bethel Metropolitan Christian,FL
33711,Thurgood Marshall Fundamental,7
33711,Pinellas Technical College - St Petersburg,FL
33711,Alegria Montessori School,St. Petersburg
33711,Southside Christian Academy,St. Petersburg
33711,Southside Parent/Child Development Center,FL
33634,Morgan Woods Elementary School,4
33634,Town & Country Elementary School,5
33634,Webb Middle School,5
33634,Concordia Lutheran School,5
33634,Horizon Charter School of Tampa,9
33634,Center Academy Charter,Tampa
33634,Center For Education School Of The Arts,3
33704,North Shore Elementary School,4
33704,Woodlawn Elementary School,3
33704,St Raphael Catholic School,5
33704,St Paul Catholic School,4
33704,Canterbury School of Florida - Hough Campus,St. Petersburg
33566,Springhead Elementary School,5
33566,Trapnell Elementary School,4
33566,Walden Lake Elementary School,4
33566,Hope Lutheran School,FL
33760,High Point Elementary School,3
33760,Clearwater Central Catholic High School,4
33760,Pinellas Technical College - Clearwater,FL
33760,Blossom Montessori School For The Deaf,5
34685,Cypress Woods Elementary School,4
33635,Lowry Elementary School,4
33635,Alonso High School,4
33635,Hillsborough Academy Of Math And Science,5
33778,Ridgecrest Elementary School,4
33778,Plato Seminole,3
33525,Moore-Mickens Education Center,Dade City
33525,Pasco High School,3
33525,Pasco Elementary School,3
33525,Pasco Middle School,4
33525,San Antonio Elementary School,4
33525,Centennial Elementary School,2
33525,Gospel Assembly Christian School,3
33525,East Pasco Adventist Academy,5
33525,Centennial Middle School,4
33525,Academy At The Farm,4
33525,James Irvin Education Center,Dade City
33525,Adult Satellite East,FL
33525,Pasco High Adult Education,FL
33525,Adult Education/Moore Mickens,FL
