Zip,School,Rating
08540,Littlebrook School,9
08540,Chapin School,4
08540,The Hun School Of Princeton,4
08540,Stuart Country Day School,4
08540,The Lewis School & Clinic for Educational Therapy,4
08540,Princeton Friends School,4
08540,The American Boychoir School,4
08540,Waldorf School of Princeton,4
08540,Princeton Charter School,9
08540,Princeton Montessori School,4
08540,Princeton Academy of the Sacred Heart,5
08540,French American School of Princeton ,4
08618,Ewing High School,2
08618,Gilmore J Fisher Middle School,4
08618,Parkway Elementary School,3
08618,Gregory Elementary School,1
08618,Jefferson Elementary School,1
08618,Joyce Kilmer Middle School,2
08618,Luis Munoz  Rivera Elementary School,2
08618,Monument Elementary School,4
08618,Trenton Central High School West,2
08648,Lawrence High School,6
08648,Lawrence Middle School,6
08648,Benjamin Franklin Elementary School,5
08648,Lawrence Intermediate School,5
08648,Lawrenceville Elementary School,5
08648,Slackwood Elementary School,6
08648,Eldridge Park School,3
08648,Notre Dame High School,4
08648,St Ann Elementary School,4
08648,Princeton Junior School,5
08648,The Lawrenceville School,5
08648,The Bridge Academy,5
08610,Hamilton West-Watson High School,3
08610,Albert E Grice Middle School,3
08610,George E. Wilson Elementary School,3
08610,Kisthardt Elementary School,4
08610,Lalor Elementary School,3
08610,McGalliard Elementary School,5
08610,Robinson Elementary School,5
08610,Grace A Dunn Middle School,1
08610,Franklin Elementary School,3
08610,Trenton Catholic Upper School,3
08610,St Raphael School,4
08610,Delaware Valley School For Exceptional Children,5
08610,Miriam Morris Private School,5
08520,Hightstown High School,6
08520,Ethel McKnight Elementary School,5
08520,Grace Norton Rogers School,3
08520,Melvin H Kreps School,6
08520,Perry L. Drew Elementary School,5
08520,Walter C. Black Elementary School,6
08520,Peddie School,5
08638,Wl Antheil Elementary School,4
08638,Columbus Elementary School,3
08638,Woodrow Wilson Elementary School,2
08638,Village Charter School,4
08638,Martin Luther King Jr E.S.,1
08638,Paul Robeson Charter School For The Humanities,4
08619,Klockner Elementary School,3
08619,Mercerville Elementary School,7
08619,Morgan Elementary School,5
08619,Hamilton North-Nottingham High School,4
08619,Our Lady Of Sorrows School,4
08619,Pace Cs Of Hamilton,6
08611,Mott Elementary School,3
08611,Parker Elementary School,4
08611,Washington Elementary School,3
08611,International Cs Of Trenton,4
08690,Hamilton East-Steinert High School,5
08690,Emily C Reynolds Middle School,4
08690,Alexander Elementary School,6
08690,Langtree Elementary School,6
08690,Sayen Elementary School,5
08690,University Heights/H.D. Morrison Elementary School,4
08690,Faith Christian School,4
08690,Joseph F Cappello School,5
08690,Mercer Jr  Sr High School,4
08690,Mercer Elementary School,4
08550,Village School,7
08550,Wwindsor  Plainsboro South,9
08550,Dutch Neck Elementary School,3
08550,Maurice Hawk Elementary School,5
08550,Thomas R Grover Middle School,9
08550,The Wilberforce School,5
08691,Richard C Crockett Middle School,3
08691,Pond Road Middle School,7
08691,Sharon Elementary School,8
08691,Robbinsville High School,8
08534,Central High School,8
08534,Toll Gate/Grammar Elementary School,8
08534,Timberlane Middle School,6
08534,McVs Sypek Center Vocational School,4
08534,The Pennington School,4
08534,Stony Brook Elementary School,8
08534,The Cambridge School,4
08609,Greenwood Elementary School,4
08609,Trenton Central High School,2
08609,Grant Elementary School,3
08609,P. J. Hill Elementary School,1
08609,Robbins Elementary School,2
08609,Daylight  Twilight High School,1
08620,Sunnybrae Elementary School,4
08620,Yardville Elementary School,8
08620,Yardville Heights Elementary School,5
08629,Kuser Elementary School,3
08629,Hedgepeth  Williams School,2
08629,HEDGEPETH WILLIAM MIDDLE SCHOOL,3
08628,Francis Lore Elementary School,3
08628,Villa Victoria Academy,4
08525,Hopewell Elementary School,6
85710,Anna Henry Elementary School,4
85710,Annie Kellond Elementary School,6
85710,Booth-Fickett Math/Science Magnet School,5
85710,Dietz Elementary School,2
85710,Eastpointe High School,1
85710,Gale Elementary School,7
85710,Harold Steele Elementary School,4
85710,Hudlow Elementary School,2
85710,Magee Middle School,5
85710,Marshall Elementary School,4
85710,Palo Verde High Magnet School,3
85710,Sahuaro High School,5
85710,Wheeler Elementary School,2
85710,Our Mother Of Sorrows School,4
85710,Fountain of Life Lutheran School,5
85710,Compass High School,2
85710,Academy Of Tucson Middle School,6
85710,Desert Christian School,5
85710,Family Life Academy,5
85710,Casa Ninos School of Montessori - East Campus,4
85710,Sonoran Science Academy - East,7
85710,Tia East,7
85710,St Augustine Catholic High School,4
85705,Desert Rose Academy Charter School,4
85705,Carden of Tucson,4
85705,Alternative Computerized Education (ACE) Charter High School,3
85705,Amphitheater High School,3
85705,Amphitheater Middle School,3
85705,Centennial Elementary School,4
85705,E C Nash School,4
85705,Flowing Wells High School,5
85705,Flowing Wells Junior High School,7
85705,Helen Keeling Elementary School,3
85705,Homer Davis Elementary School,6
85705,L M Prince School,3
85705,Laguna Elementary School,3
85705,Rillito Center,5
85705,Roskruge Bilingual Magnet Middle School,4
85705,Tucson Magnet High School,5
85705,Tucson Preparatory School,4
85705,Walter Douglas Elementary School,4
85705,First Southern Christian School,5
85705,Academy of Math and Science - Tucson,9
85705,Academy Adventures Primary School,3
85705,Pima Partnership High School,2
85705,Paulo Freire Freedom School,4
85705,Precious Lamb Christian School,5
85705,Pima Partnership Academy,1
85705,Amphi Academy at El Hogar,3
85705,Copper Point Schools,2
85711,Alice Vail Middle School,5
85711,Bonillas Elementary Basic Curriculum Magnet School,4
85711,Howell Peter Elementary School,3
85711,Lineweaver Elementary School,6
85711,Mary Meredith K-12 School,2
85711,Myers-Ganoung Elementary School,2
85711,Naylor Middle School,3
85711,Rincon High School,4
85711,University High School,10
85711,W Arthur Sewel Elementary School,6
85711,St Joseph Catholic School,4
85711,Tuller School,5
85711,St. Michael's School,4
85711,Children Reaching for the Sky Preparatory,3
85711,Canyon Rose Academy,3
85711,Future Investment Middle School,6
85711,Academy Del Sol,5
85711,Changemaker High School,3
85719,Frances Owen Holaway Elementary School,4
85719,Ha:san Preparatory & Leadership School,2
85719,Mansfeld Middle School,5
85719,Miles-Exploratory Learning Center,5
85719,Montessori Schoolhouse,5
85719,Montessori Schoolhouse,3
85719,Presidio School,9
85719,Project More High School,5
85719,Rio Vista Elementary School,5
85719,Sam Hughes Elementary School,8
85719,Salpointe Catholic High School,4
85719,Ss Peter & Paul Catholic School,4
85719,Northminster Christian School,5
85719,Highland Free School,3
85719,Al Huda Islamic School,4
85719,International School of Tucson,4
85719,Satori Charter School,6
85719,Satori,4
85706,Apollo Middle School,2
85706,Challenger Middle School,2
85706,Craycroft Elementary School,3
85706,Desert View High School,4
85706,Drexel Elementary School,1
85706,Elvira Elementary School,4
85706,Esperanza Elementary School,4
85706,Gallego Basic Elementary School,7
85706,Liberty Elementary School,4
85706,Los Amigos Elementary School,3
85706,Los Ninos Elementary School,3
85706,Mission Manor Elementary School,3
85706,S.T.A.R. Academic Center,1
85706,Santa Clara Elementary School,2
85706,Sierra Middle School,2
85706,Summit View Elementary School,3
85706,Sunnyside High School,5
85706,Southgate Academy,3
85706,Children's Success Academy,4
85706,Alta Vista High School,4
85706,San Miguel High School,4
85706,Billy Lane Lauffer Middle School,5
85706,Rivera Elementary School,3
85706,Math and Science Success Academy,7
85706,Academy Del Sol - Hope,7
85706,La Paloma Academy-South,3
85713,Borton Primary Magnet School,5
85713,Cavett Elementary School,3
85713,Cholla High Magnet School,4
85713,Holladay Magnet School,1
85713,Hollinger Elementary School,3
85713,Lynn Urquides,2
85713,Mission View Elementary School,4
85713,Ochoa Elementary School,2
85713,Pima Vocational High School,3
85713,Pueblo Gardens Elementary School,2
85713,Pueblo High Magnet School,3
85713,Utterback Middle School,1
85713,Santa Cruz Catholic School,5
85713,St. John the Evangelist School,4
85713,Nellie P Covert School,5
85713,Southside Community School,3
85713,Henry Hank Oyama,3
85713,Ace Charter High School,2
85712,Davidson Elementary School,3
85712,Ida Flood Dodge Traditional Middle Magnet School,9
85712,John E Wright Elementary School,4
85712,W V Whitmore Elementary School,6
85712,St Cyril Elementary School,4
85712,Castlehill Country Day School,3
85712,The Gregory School,4
85712,La Paloma Academy,5
85712,Carden Christian Academy Central,5
85712,Adventure School,5
85712,Desert Sky Community School,5
85716,Arizona College Prep Academy,8
85716,BASIS Tucson Primary,10
85716,Blenman Elementary School,3
85716,Catalina High Magnet School,3
85716,Cragin Elementary School,4
85716,Doolen Middle School,4
85716,Edge High School - Himmel Park,4
85716,Robison Elementary School,2
85716,St. Ambrose Catholic School ,4
85716,Amerischools Academy - Country Club,6
85716,Southern Arizona Community High School,2
85716,Tucson Waldorf School,4
85716,Academy Adventures Midtown,5
85730,Ford Elementary School,5
85730,Irene Erickson Elementary School,3
85730,Santa Rita High School,5
85730,Secrist Middle School,2
85730,River Of Life Christian School,4
85730,La Paloma Academy (Lakeside),4
85745,Accelerated Learning Laboratory,6
85745,Luz-Guerrero Early College High School,3
85745,Manzo Elementary School,3
85745,Robins Elementary School,5
85745,Tolson Elementary School,3
85745,Tully Elementary Accelerated Magnet School,2
85745,Adalberto M. Guerrero School,1
85745,Nosotros Academy,2
85745,Tucson International Academy,5
85745,Tia West,2
85704,Canyon Del Oro High School,7
85704,La Cima Middle School,5
85704,Lawrence W Cross Middle School,8
85704,Lulu Walker School,6
85704,Marion Donaldson Elementary School,7
85704,Mesa Verde Elementary School,7
85704,Winifred Harelson Elementary School,8
85704,Pusch Ridge Christian Academy,4
85704,Ascension Lutheran School,4
85704,Immaculate Heart Academy,4
85704,Edge High School - Northwest,3
85704,Casa Ninos School Of Montessori - North Campus,4
85704,Immaculate Heart School,3
85614,Continental Elementary School,5
85614,Jack Thoman Air And Space Academy And Perfoming Ar,4
85718,Catalina Foothills High School,9
85718,Manzanita School,9
85718,Orange Grove Middle School,9
85718,Sunrise Drive Elementary School,9
85718,Kino Learning Center,4
85718,Tucson Hebrew Academy,4
85718,Khalsa School,9
85718,The Beginning School,4
85718,Cornerstone Christian Academy,5
85718,Lamb's Gate Christian School,5
85746,Frances J Warren Elementary School,3
85746,John E White Elementary School,5
85746,Maldonado Amelia Elementary School,3
85746,Miller Elementary School,2
85746,Pistor Middle School,4
85746,Raul Grijalva Elementary School,1
85746,Valencia Middle School,2
85746,Saguaro Hills Adventist Christian School,4
85746,Tucson International Academy Midvale,3
85746,San Xavier Mission School,4
85746,Chapel In The Hills Preschool,5
85746,Hiaki High School,3
85746,Ombudsman - Charter Valencia,1
85746,Pima Rose Academy,1
85746,Mccorkle Pk-8,4
85741,Butterfield Elementary School,5
85741,J Robert Hendricks Elementary School,8
85741,Mountain Rose Academy,3
85741,Robert Richardson Elementary School,7
85741,Thornydale Elementary School,5
85741,Green Fields School,4
85741,Faith Community Academy,5
85741,Sonoran Science Academy - Tucson,7
85741,Air and Space Academy North,4
85750,Canyon View Elementary School,8
85750,Esperero Canyon Middle School,8
85750,Fruchthendler Elementary School,8
85750,Ventana Vista Elementary School,9
85750,Fenster School,3
85750,BASIS Tucson North,10
85743,Coyote Trail Elementary School,6
85743,Desert Winds Elementary School,2
85743,Marana High School,6
85743,Picture Rocks Intermediate School,4
85743,Redeemer Lutheran School,4
85743,Twin Peaks Elementary School,8
85743,Rattlesnake Ridge Elementary School,8
85742,Degrazia Elementary School,6
85742,Ironwood Elementary School,8
85742,Mountain View High School,7
85742,Quail Run Elementary School,6
85742,Richard B Wilson Jr School,7
85742,Tortolita Middle School,6
85742,Casas Christian School,4
85742,Ironwood Ridge High School,7
85742,St Elizabeth Ann Seton School,4
85742,Legacy Traditional School- Northwest Tucson,7
85742,Pima County Jted Nw Campus,3
85737,Copper Creek Elementary School,7
85737,BASIS Oro Valley,10
85737,Springboard Home,5
85629,Great Expectations Academy,6
85629,Sahuarita Primary School,4
85629,Sahuarita High School,5
85629,Sahuarita Middle School,6
85629,Sahuarita Intermediate School,5
85629,Anza Trail,7
85629,Walden Grove High School,7
85629,Copper View Elementary School,7
85641,Acacia Elementary School,9
85641,Old Vail Middle School,9
85641,Cienega High School,9
85641,Sycamore Elementary School,8
85641,Corona Foothills Middle School,9
85641,Ocotillo Ridge Elementary School,10
85747,Desert Willow Elementary School,8
85747,Mesquite Elementary School,10
85747,Vail Academy & High School,9
85747,Civano Charter School,5
85747,Cottonwood Elementary School,8
85747,Desert Sky Middle School,10
85747,Pantano High School,5
85747,Senita Valley Elementary School,8
85747,Vail Digital Learning Program,7
85747,Rincon Vista Middle School,9
85747,Andrada Polytechnic High School,8
85739,Coronado K-8 School,6
85715,Skyview High School,1
85715,Bloom Elementary School,4
85715,Tucson Country Day School,8
85715,Academy Of Tucson Elementary School,8
85715,Sky Islands High School,5
85755,Painted Sky Elementary School,9
85748,Academy of Tucson High School,6
85748,Dunham Elementary School,6
85748,Gridley Middle School,6
85748,Desert Springs Academy,3
85748,Soleng Tom Elementary School,7
85749,Agua Caliente School,8
85749,Collier Elementary School,4
85749,Emily Gray Junior High School,7
85749,Hermosa Montessori Charter School,3
85749,Sabino High School,8
85749,Tanque Verde Elementary School,8
85749,Tanque Verde High School,8
85757,Anna Lawrence Intermediate School,2
85757,Harriet Johnson Primary School,3
85757,Vesey Elementary School,3
85653,A. C. E.,3
85653,Marana Middle School,6
85653,Marjorie W Estes Elementary School,6
85653,Roadrunner Elementary School,3
85653,Sun & Shield Christian Academy,5
85653,Marana Distance Learning,4
85653,Open Doors Community School,5
74012,Arrowhead Elementary School,6
74012,Broken Arrow High School,6
74012,Centennial Middle School,6
74012,Rhoades Elementary School,4
74012,Oak Crest Elementary School,4
74012,Sequoyah Middle School,4
74012,Vandever Elementary School,4
74012,Country Lane Primary Elementary School,4
74012,Lynn Wood Elementary School,6
74012,Country Lane Intermediate Es,6
74012,Union 8th Grade Center,6
74012,Union Intermediate High School,2
74012,Peters Elementary School,7
74012,Andersen Elementary School,7
74012,Mcauliffe Elementary School,5
74012,All Saints Catholic School,4
74012,Summit Christian Academy,4
74012,Marshall T. Moore Elementary School,6
74012,Happy Hands Education Center,5
74012,Immanuel Lutheran Christian Academy,4
74012,Creekwood Elementary School,6
74133,Thoreau Demonstration Academy,8
74133,Grissom Elementary School,4
74133,Union 6th-7th Grade Center,4
74133,Grove Elementary School,2
74133,Union High School,7
74133,Darnaby Elementary School,7
74133,Cedar Ridge Elementary School,8
74133,Jarman Elementary School,3
74133,Mingo Valley Christian School,5
74133,Thomas Jefferson Elementary School,4
74055,Ator Elementary School,8
74055,Barnes Elementary School,8
74055,Owasso 7th Grade Center,9
74055,Stone Canyon Elementary School,8
74055,Mills Elementary School,6
74055,Larkin Bailey Elementary School,9
74055,Hayward Smith Elementary School,7
74055,Owasso 6th Grade Center,8
74055,Pamela Hodson Elementary School,9
74055,Owasso 8th Grade Center,8
74055,Rejoice Christian School,4
74055,Northeast Elementary School,10
74055,Owasso High School,9
74136,Mcclure Elementary School,1
74136,Mizel Jewish Community Day School,5
74136,Victory Christian School,4
74136,Metro Christian Academy,4
74136,Oral Roberts University Eacademy,5
74014,Highland Park Elementary,8
74014,Liberty Elementary School,4
74014,Oneta Ridge Middle School,4
74105,Eisenhower International Elementary School,10
74105,Thomas Edison Preparatory High School,7
74105,Edison Preparatory Middle School,5
74105,Eliot Elementary School,8
74105,Grimes Elementary School,1
74105,Marshall Elementary School,1
74105,Wright Elementary School,5
74105,School Of St Mary,4
74105,Evangelistic Temple School,4
74063,Anderson Public School,4
74063,Keystone Public School,5
74063,Northwoods Fine Arts Academy,3
74063,Charles Page High School,5
74063,Garfield Elementary School,4
74063,Limestone Elementary School,6
74063,Pratt Elementary School,7
74063,Angus Valley Elementary School,8
74063,Clyde Boyd Middle School,5
74063,Central 9th Grade Center,5
74063,Moriah Christian Academy,5
74066,Kellyville Elementary School,4
74066,Lone Star Public School,6
74066,Pretty Water Public School,6
74066,Liberty Elementary School,3
74066,Freedom Elementary School,8
74066,Sapulpa High School,3
74066,Sapulpa Middle School,5
74066,Sapulpa Junior High School,6
74066,Eagle Point Christian Academy,4
74066,Kellyville Upper Elementary School,3
74066,Jefferson Heights Elementary School,4
74137,Jenks East Intermediate Elementary School,6
74137,Town & Country School,5
74137,Holland Hall,4
74011,Oliver Middle School,5
74011,Leisure Park Elementary School,5
74011,Spring Creek Elementary School,7
74011,Childers Middle School,6
74011,Wolf Creek Elementary School,7
74011,Aspen Creek Elementary School,5
74011,Northeast Elementary And Intermediate School,7
74017,Claremont Elementary School,4
74017,Claremore High School,8
74017,Roosa Elementary School,9
74017,Westside Elementary School,6
74017,Will Rogers Junior High School,7
74017,Sequoyah Elementary School,8
74017,Sequoyah Middle School,8
74017,Sequoyah High School,6
74017,Claremore Christian School,4
74008,Central Elementary School,4
74008,Bixby High School,9
74008,Bixby Middle School,9
74008,Bixby North Elementary,5
74008,Bixby North Intermediate,9
74008,Central Intermediate School,7
74135,Memorial High School,4
74135,Carnegie Elementary School,8
74135,Patrick Henry Elementary School,7
74135,Key Elementary School,4
74135,Bishop Kelley High School,4
74135,Peace Academy,4
74135,Undercroft Montessori School,4
74135,Henry Zarrow International School,10
74112,Will Rogers High School,4
74112,Lanier Elementary School,6
74112,Lindbergh Elementary School,3
74112,St Pius X School,4
74112,Tulsa Adventist Academy,5
74112,Will Rogers College Junior High School,2
74112,Dove Science Academy (Tulsa),6
74115,Bell Elementary School,2
74115,Hamilton Elementary School,2
74115,Celia Clinton Elementary School,1
74115,Jackson Elementary School,1
74115,McKinley Elementary School,4
74115,Mitchell Elementary School,3
74115,Sts Peter & Paul Catholic School,5
74115,Owen Elementary School,1
74115,Tulsa School Of Arts/Sciences,7
74115,Tulsa MET High School,1
74107,Berryhill Es South,6
74107,Berryhill High School,9
74107,Berryhill Middle School,9
74107,Clinton Middle School,1
74107,Eugene Field Elementary School,4
74107,Park Elementary School,2
74107,Remington Elementary School,4
74107,Robertson Elementary School,5
74107,Daniel Webster High School,3
74107,St Catherine School,5
74134,Boevers Elementary School,3
74134,Rosa Parks Elementary School,5
74145,Memorial Junior High School,1
74145,Salk Elementary School,4
74145,Christian Montessori Academy,4
74145,Discovery School of Tulsa,6
74037,Jenks High School,8
74037,Jenks Middle School,7
74037,Jenks East Elementary School,4
74037,Jenks West Elementary School,7
74037,Jenks West Intermediate Elementary School,7
74037,Southeast Elementary School,10
74037,"Lords & Ladies CDC, Inc.",1
74021,Collinsville High School,8
74021,Collinsville Middle School,7
74129,East Central Junior High School,1
74129,Nathan Hale High School,2
74129,Hale Junior High School,1
74129,Columbus Elementary School,4
74129,Macarthur Elementary School,2
74129,Skelly Elementary School,1
74129,Disney Elementary School,2
74106,Booker T. Washington High School,10
74106,Carver Middle School,10
74106,Whitman Elementary School,1
74106,Burroughs Elementary School,5
74106,Emerson Elementary School,1
74106,Hawthorne Elementary School,3
74106,KIPP Tulsa Academy College Prep.,3
74114,Hoover Elementary School,4
74114,Cascia Hall Preparatory School,4
74114,Monte Cassino School,4
74114,Augustine Christian Academy,5
74127,Central High School,3
74127,Chouteau Elementary School,5
74127,Mark Twain Elementary School,4
74127,Academy Central Elementary School,5
74019,Justus-Tiawah Public School,8
74019,Verdigris Elementary School,4
74019,Verdigris High School,8
74019,Catalayah Es,6
74019,Verdigris Upper Elementary School,7
74019,Verdigris Junior High School,7
74447,Okmulgee Elementary School,2
74447,Okmulgee High School,5
74447,Okmulgee Middle School,2
74447,Okmulgee Primary Elementary School,3
74447,Preston Elementary School,6
74447,Preston High School,9
74447,Twin Hills Public School,6
74429,Central Elementary School,4
74429,Coweta High School,6
74429,Heritage Intermediate Grd Center,4
74429,Coweta Junior High School,7
74429,Northwest Elementary School,4
74429,Mission Intermediate Grd Center,5
74429,Coweta Intermediate High School,4
74429,Southside Elementary School,4
74146,Briarglen Elementary School,3
74146,Clark Elementary School,2
74146,Southpark Christian School,4
74146,Miss Helen's Private School,4
74070,Marrs Elementary School,4
74070,Skiatook High School,8
74070,Newman Middle School,4
74070,Skiatook Intermediate Elementary School,7
74104,Mayo Demonstration Elementary School,4
74104,Kendall-Whittier Elementary School,1
74104,University School,5
74467,Okay Elementary School,3
74467,Okay High School,7
74467,Wagoner Middle School,6
74467,Ellington Elementary School,3
74467,William R. Teague Elementary School,5
74467,Wagoner High School,5
74467,Central Intermediate Elementary School,2
74110,Anderson Elementary School,1
74110,Springdale Elementary School,1
74110,Sequoyah Elementary School,1
74110,Traice,2
74033,Glenpool Elementary School,6
74033,Glenpool High School,6
74033,Glenpool Middle School,5
74128,East Central High School,2
74128,Lewis And Clark Elementary School,4
74128,Cooper Elementary School,4
74128,Kerr Elementary School,1
74128,Peary Elementary School,5
74010,Bristow High School,4
74010,Edison Elementary School,5
74010,Collins Elementary School,7
74010,Bristow Middle School,6
74132,Riverfield Country Day School,5
74015,Catoosa High School,5
74015,J. W. Sam Elementary School,4
74015,Wells Middle School,3
74015,Cherokee Elementary School,6
74015,Helen Paul Learning Center,3
74036,Inola Elementary School,2
74036,Inola Middle School,5
74036,Inola High School,6
23464,Tallwood High School,7
23464,Brandon Middle School,6
23464,College Park Elementary School,6
23464,Fairfield Elementary School,7
23464,Kempsville Elementary School,7
23464,Kempsville High School,4
23464,Kempsville Middle School,6
23464,Woodstock Elementary School,5
23464,Indian Lakes Elementary School,7
23464,Providence Elementary School,6
23464,Centerville Elementary,7
23464,Salem Middle School,8
23464,Tallwood Elementary School,7
23464,Glenwood Elementary School,7
23464,St Matthew's School,4
23464,New Light Baptist School Of Excellence,4
23464,Atlantic Shores Christian School,5
23462,Princess Anne High School,7
23462,Larkspur Middle School,6
23462,Kemps Landing Magnet,10
23462,Arrowhead Elementary School,7
23462,Bayside Middle School,6
23462,Kempsville Meadows Elementary School,5
23462,Newtown Elementary School,3
23462,Pembroke Elementary School,8
23462,Point O' View Elementary School,5
23462,White Oaks Elementary School,5
23462,Williams Elementary School,3
23462,St Gregory The Great School,4
23462,Montessori Childrens House Ii,5
23462,Bishop Sullivan Catholic High School,5
23462,Gateway Christian School,4
23462,Hebrew Academy Of Tidewater,5
23462,Chesapeake Bay Academy,4
23462,Montessori Academy Of Virginia,5
23462,Diamond Springs Elementary School,5
23320,B.M. Williams Primary School,4
23320,Crestwood Intermediate School,4
23320,Crestwood Middle School,6
23320,Oscar F. Smith High School,4
23320,Greenbrier Intermediate School,3
23320,Greenbrier Primary School,4
23320,Tidewater Adventist Academy,5
23320,Greenbrier Christian Academy,4
23320,Greenbrier Enrichment Center,5
23320,Icw Baptist Church School,2
23320,Greenbrier Middle School,6
23320,Atlantic Shores Christian School,4
23320,Apple Tree Learning Center,4
23320,Montessori Academy Of Virginia,4
23320,Veritas Christian Academy,5
23454,Corporate Landing Elementary School,8
23454,Ocean Lakes High School,8
23454,Corporate Landing Middle School,7
23454,Alanton Elementary School,7
23454,First Colonial High School,5
23454,Great Neck Middle School,9
23454,John B. Dey Elementary School,8
23454,Linkhorn Park Elementary School,7
23454,Lynnhaven Middle School,6
23454,Trantwood Elementary School,8
23454,Frank W. Cox High School,6
23454,Ocean Lakes Elementary School,8
23454,Cape Henry Collegiate School,4
23454,Beach Montessori Tech,4
23666,Aberdeen Elementary School,3
23666,Alfred S. Forrest Elementary School,3
23666,Bethel High School,4
23666,Christopher C. Kraft Elementary School,1
23666,Jefferson Davis Middle School,4
23666,Luther W. Machen Elementary School,5
23666,Paul Burbank Elementary School,4
23666,Thomas Eaton Middle School,5
23666,Tucker-Capps Elementary School,6
23666,William Mason Cooper Elementary School,4
23666,Mary Atkins Elementary School,4
23666,Calvary Christian Academy,4
23666,Hampton Christian Schools,4
23666,Calvary Classical School,5
23666,New Mount Olive Christian Daycare & Academy,5
23666,Faith Outreach Education Center,3
23666,George P Phenix Elementary School,7
23452,Brookwood Elementary School,6
23452,Holland Elementary School,8
23452,King's Grant Elementary School,6
23452,Kingston Elementary School,9
23452,Lynnhaven Elementary School,4
23452,Malibu Elementary School,7
23452,Plaza Middle School,6
23452,Thalia Elementary School,5
23452,Windsor Oaks Elementary School,6
23452,Windsor Woods Elementary School,6
23452,Kings Grant Day School,4
23451,Seatack Elementary School,3
23451,Virginia Beach Middle School,7
23451,W.T. Cooke Elementary School,6
23451,Birdneck Elementary School,4
23451,Star of the Sea School,5
23451,Virginia Beach Friends School,4
23451,Children's House Of Galilee,5
23322,Butts Road Primary School,4
23322,Great Bridge Primary School,4
23322,Great Bridge Middle School,8
23322,Hickory Middle School,8
23322,Hickory Elementary School,5
23322,Southeastern Elementary School,8
23322,Great Bridge Intermediate School,8
23322,Butts Road Intermediate School,8
23322,Hickory High School,9
23322,Cedar Road Elementary School,7
23322,Great Bridge High School,8
23322,Mount Pleasant Christian School,5
23322,Cedar Road Christian Academy,5
23322,A World Of Children,4
23322,Chesapeake Center for Science & Technology,5
23322,Mount Lebanon Christian Academy,5
23455,Bayside Elementary School,7
23455,Bayside High School,3
23455,Hermitage Elementary School,7
23455,Independence Middle School,7
23455,Luxford Elementary School,5
23455,Pembroke Meadows Elementary School,6
23455,Shelton Park Elementary School,7
23455,Thoroughgood Elementary School,9
23455,Baylake Pines School,4
23455,Ivy League Academy,4
23455,Forever Young Montessori School And Day Care,5
23456,Landstown Middle School,7
23456,Strawbridge Elementary School,8
23456,Landstown Elementary School,8
23456,Floyd Kellam High School,7
23456,Green Run Elementary School,4
23456,North Landing Elementary School,10
23456,Princess Anne Elementary School,9
23456,Green Run High School,3
23456,Rosemont Elementary School,7
23456,Parkway Elementary School,4
23456,Rosemont Forest Elementary School,6
23456,Salem Elementary School,8
23456,Red Mill Elementary School,9
23456,New Castle Elementary School,6
23456,Landstown High School,6
23456,St John The Apostle Catholic School,4
23456,Three Oaks Elementary School,8
23185,James River Elementary School,3
23185,Berkeley Middle School,4
23185,Matthew Whaley Elementary School,5
23185,Rawls Byrd Elementary School,5
23185,Clara Byrd Baker Elementary School,4
23185,Magruder Elementary School,6
23185,Queens Lake Middle School,7
23185,Waller Mill Elementary School,7
23185,Greenwood Christian Academy,4
23188,Lafayette High School,4
23188,Norge Elementary School,5
23188,D.J. Montague Elementary School,5
23188,Bruton High School,5
23188,Williamsburg Christian Academy,4
23188,Williamsburg Montessori School,4
23188,Stonehouse Elementary School,7
23188,Providence Classical School,5
23188,Matoaka Elementary School,7
23188,Warhill High School,6
23188,Lois Hornsby Middle School,6
23188,J Blaine Blayton Elementary School,4
23434,Booker T. Washington Elementary School,2
23434,Forest Glen Middle School,4
23434,John F. Kennedy Middle School,3
23434,Oakland Elementary School,6
23434,Elephant's Fork Elementary School,2
23434,Kilby Shores Elementary School,4
23434,Nansemond Parkway Elementary School,3
23434,Mack Benn Junior Elementary School,2
23434,Lakeland High School,2
23434,Nansemond-Suffolk Academy,4
23434,Suffolk Christian Academy,4
23434,King`S Fork Middle School,4
23434,King`S Fork High School,2
23434,Hillpoint Elementary School,3
23608,David A. Dutrow Elementary School,4
23608,Denbigh High School,3
23608,George J. Mcintosh Elementary School,1
23608,Horace H. Epes Elementary School,2
23608,J.M. Dozier Middle School,3
23608,R.O. Nelson Elementary School,6
23608,Richneck Elementary School,4
23608,Woodside High School,6
23608,Oliver C. Greenwood Elementary School,2
23608,Mary Passage Middle School,2
23602,Kiln Creek Elementary School,6
23602,B.C. Charles Elementary School,3
23602,L.F. Palmer Elementary School,3
23602,Menchville High School,5
23602,T. Ryland Sanford Elementary School,3
23602,Willis A. Jenkins Elementary School,4
23602,Hampton Roads Academy,4
23602,Warwick River Christian School,5
23602,Denbigh Baptist Christian School,3
23602,First Baptist Church Denbigh Child Development Center & Academy,5
23669,Barron Elementary School,3
23669,Benjamin Syms Middle School,5
23669,Booker Elementary School,3
23669,Captain John Smith Elementary School,4
23669,Hampton High School,4
23669,John Tyler Elementary School,2
23669,Kecoughtan High School,5
23669,Phillips Elementary School,3
23669,Samuel P. Langley Elementary School,6
23669,Gloria Dei Lutheran School,4
23503,Bay View Elementary School,5
23503,Mary Calcott Elementary School,6
